Language	ISO 639-3	hh.bib key	ideophone (prop)	ideophone (freq)	all (freq)	idêophone (prop)	idêophone (freq)	all (freq)
Tatana	txx	typ:PeckChan:Tatana	0	0	60160	0	0	60160
Tauya	tya	g:MacDonald:Tauya	0	0	103817	0	0	103817
Kyenga	tye	typ:Altebockwinkel:Kyanga	0	0	1062	0	0	1062
Tai Do-Mene-Yo	tyj	g:Siriwisitkun:Yo-No	0	0	0	0	0	0
Tai Do-Mene-Yo	tyj	typ:Matchikanag:Yo	0	0	173967	0	0	173967
Kombai	tyn	g:deVries:Kombai	0	0	52205	0	0	52205
Thaypan	typ	typ:Rigsby:Thaypan	0	0	116732	0	0	116732
Kua	tyu	s:Vossen:Tshwa	1.86E-05	3	161390	0	0	303251
Tuvinian	tyv	g:Ragagnin:Dukhan	0	0	121042	0	0	121042
Tuvinian	tyv	g:IsxakovPal'mbax:Tuvinskogo	0	0	521296	0	0	521296
Tuvinian	tyv	s:Cadamba:Todzinskij	0	0	122162	0	0	122162
Tuvinian	tyv	s:AndersonHarrison:Tyvan	0	0	36476	0	0	36476
Tuvinian	tyv	g:Harrison:Tuvan	0	0	55443	0	0	55443
Tuvinian	tyv	g:Mawkanuli:Jungar	1.70E-05	1	58987	0	0	59531
Tày	tyz	s:Diguet:Tho	0	0	5681	0	0	5681
Tày	tyz	s:Gordaliza:Tho	0	0	8381	0	0	8381
Tày	tyz	g:Day:Tho	0	0	36690	0	0	36690
Tzeltal	tzh	sdial:Silvano:Bachajon-Chiapas	0	0	51596	0	0	51596
Tzeltal	tzh	ssoc:Metzger:Tzeltal	0	0	463	0	0	463
Tzeltal	tzh	s:MacQuown:Aguacatenango-Tzeltal	0	0	1450	0	0	1450
Tzeltal	tzh	g:Kaufman:Tzeltal	0	0	24028	0	0	24028
Tzeltal	tzh	g:Smith:Tzeltal	0	0	28503	0	0	28503
Tzeltal	tzh	typ:BerlinRomney:Tzeltal	0	0	461	0	0	461
Tzeltal	tzh	g:Polian:Tseltal	0	0	32280	0	0	32280
Tzeltal	tzh	s:Kaufman:Tzeltal	0	0	7358	0	0	7358
Tzeltal	tzh	g:Kaufman:Tzeltal:1963	0	0	45694	0	0	45694
Tzeltal	tzh	s:Smith:Tzeltal	0	0	28279	0	0	28279
Tzeltal	tzh	g:Polian:Tseltal-Oxchuc	3.82E-06	1	262116	0	0	262116
Tzeltal	tzh	styp:Shklovsky:Petalcingo	0	0	64634	0	0	64634
Tzeltal	tzh	s:Slocum:Bachajon-Tzeltal	0	0	154	0	0	154
Tzeltal	tzh	sd:Slocum:Tzeltal-Bachajon	0	0	110914	0	0	110914
Situ	tzi	typ:Sun:Sastod-Rgyalrong	0	0	2093	0	0	2093
Situ	tzi	g:Prins:rGyalrong-Jiaomuzu	9.37E-06	2	213539	0	0	213539
Situ	tzi	s:Qu:Jiarong	0	0	1062	0	0	1062
Situ	tzi	typ:Lin:Zhuokeji:2009	0.000646517	28	43309	0	0	43309
Situ	tzi	s:Nagano:Cogtse	0	0	7576	0	0	7576
Situ	tzi	s:Wolfenden:Jyarung	0	0	14311	0	0	14311
Situ	tzi	styp:Nagano:Rgyarong	0	0	90964	0	0	90964
Tz'utujil	tzj	g:Dayley:Tzutujil	0	0	140136	0	0	140136
Tz'utujil	tzj	g:Dayley:Tzutujil:1981	0	0	221391	0	0	221391
Central Moroccan Berber	tzm	g:Boukrisetal:Amazighe	0	0	44144	0	0	44144
Central Moroccan Berber	tzm	g:Lemkaden:Ayt-Ayach	0	0	138742	0	0	138742
Central Moroccan Berber	tzm	g:Johnson:Tamazight	0	0	108789	0	0	108789
Central Moroccan Berber	tzm	g:Willms:Beraberdialekts	0	0	103362	0	0	103362
Central Moroccan Berber	tzm	g:Azaguagh:Tamazight	0	0	33470	0	0	33470
Central Moroccan Berber	tzm	s:Ameur:Amazighe	0	0	14697	0	0	14697
Central Moroccan Berber	tzm	g:Penchoen:AytNdhir	0	0	42775	0	0	42775
Tugun	tzn	g:Hinton:Tugun	0	0	33663	0	0	33663
Tzotzil	tzo	g:Sarles:Tzotzil-SBdLL	0	0	56025	0	0	56025
Tzotzil	tzo	g:Aissen:Tzotzil	0	0	93986	0	0	93986
Tzotzil	tzo	sd:Laughlin:Tzotzil	0	0	581570	0	0	581570
Tzotzil	tzo	g:Haviland:Tzotzil	0	0	83320	0	0	83320
Tzotzil	tzo	s:Schuller:Tsotsil	0	0	11100	0	0	11100
Tzotzil	tzo	sd:deDelgaty:Tzotzil	0	0	229337	0	0	229337
Tzotzil	tzo	s:Cowan:Tzotzil	0	0	43946	0	0	43946
Tairuma	uar	s:IkamuJo:Tairuma	0	0	10499	0	0	10499
Umbu-Ungu	ubu	g:Head:Umbu-Ungu	0	0	97449	0	0	97449
Umbu-Ungu	ubu	typ:Head:Umbu-Ungu:Verb-Suffixes	0	0	4277	0	0	4277
Umbu-Ungu	ubu	typ:BlowersBlowers:Kaugel	0	0	6403	0	0	6403
Ubykh	uby	s:Dirr:Ubychen	0	0	45585	0	0	45585
Ubykh	uby	g:Fenwick:Ubykh	2.21E-05	2	90442	0	0	90442
Ubykh	uby	s:Charachidze:Ubykh	0	0	167103	0	0	167103
Ubykh	uby	g:Dumezil:Oubykhs	0	0	115637	0	0	115637
Ubykh	uby	gd:vonMeszaros:Pakhy	0	0	105391	0	0	105391
Udihe	ude	s:Snejder:Ude	0	0	126568	0	0	126568
Udihe	ude	g:NikolaevaTolskaya:Udihe	0.000193628	60	309872	0	0	309872
Udihe	ude	s:Girfanova:Udeghe	0	0	25879	0	0	25879
Muduga	udg	g:Rajendran:Mudugas	0	0	77307	0	0	77307
Udi	udi	s:Schulze:Udi	0	0	19938	0	0	19938
Udi	udi	typ:Alekseev:Udinskij	0	0	46854	0	0	46854
Udi	udi	sd:Gukasjan:Udinsko	0	0	344101	0	0	344101
Udi	udi	typ:Harris:Udi	0	0	142729	0	0	142729
Udi	udi	s:Schiefner:Uden	0	0	47505	0	0	47505
Udi	udi	g:Schulze:Uden	0	0	11209	0	0	11209
Udi	udi	s:Dirr:Udinskago	0	0	100819	0	0	100819
Wuzlam	udl	typ:Kinnaird:Ouldeme	0.000107147	1	9333	0	0	9333
Wuzlam	udl	g:ProvoostKoulifa:Uldeme	0	0	191238	0	0	191238
Wuzlam	udl	typ:KinnairdKinnaird:Ouldeme	0.000727567	9	12370	0	0	12370
Udmurt	udm	g:Wiedemann:Wotjakischen	0	0	159350	0	0	159350
Udmurt	udm	g:Kelmakov:Udmurtin	0	0	94411	0	0	94411
Udmurt	udm	s:Emelyanov:Votyatskogo	0	0	10102	0	0	10102
Udmurt	udm	s:Pozdeeva:Udmurt	0	0	1699	0	0	1699
Udmurt	udm	g:Teplyasina:Besermyan	0	0	285240	0	0	285240
Udmurt	udm	s:Aminoff:Votjakin	0	0	11900	0	0	11900
Udmurt	udm	s:Csucs:Wotjakische	0	0	326294	0	0	326294
Udmurt	udm	s:Kelmakov:Udmurtskij	0	0	29524	0	0	29524
Udmurt	udm	s:Alatyrev:Udmurtskogo	0	0	87100	0	0	87100
Udmurt	udm	s:Winkler:Udmurt	0	0	29050	0	0	29050
Udmurt	udm	g:Perevoscikov:Udmurtskogo	0	0	10186	0	0	10186
Uduk	udu	typ:Killian:Uduk	0	0	8836	0	0	8836
Uduk	udu	g:Killian:Uduk	9.14E-05	11	120362	0	0	120362
Ugaritic	uga	g:SchniedewingHunt:Ugaritic	0	0	63370	0	0	63370
Ugaritic	uga	g:Siwan:Ugaritic	0	0	124908	0	0	124908
Ugaritic	uga	g:BordeuilPardee:Ugaritic	0	0	116532	0	0	116532
Ugaritic	uga	g:Tropper:Ugaritische	0	0	514088	0	0	514088
Ugaritic	uga	s:Segert:Ugaritskij	0	0	103086	0	0	103086
Ughele	uge	g:Frostad:Ughele	0	0	115745	0	0	115745
Ugandan Sign Language	ugn	g:Lutalo:Ugandan-Sign	0	0	106310	0	0	106310
Ugong	ugo	s:Mayuree:Gong	0	0	49484	0	0	49484
Ugong	ugo	typ:Mayuree:Ugong	0	0	16530	0	0	16530
Uighur	uig	sd:Shaw:Turki	0	0	45259	0	0	45259
Uighur	uig	g:Li:Xiandai-Weiwuer	0	0	48846	0	0	48846
Uighur	uig	s:Baskakov:Ujgurov	0	0	16612	0	0	16612
Uighur	uig	g:Abdurehim:Lopnor	0	0	4362	0	0	4362
Uighur	uig	typ:Tomur:Modern-Uyghur	0	0	173819	0	0	173819
Uighur	uig	g:ZhaoZhu:Uygur	0	0	82882	0	0	82882
Uighur	uig	s:Nadzip:Uigurskij	0	0	153657	0	0	153657
Ukrainian	ukr	vsoctyp:Kent:Surzhyk	0	0	42874	0	0	42874
Ukrainian	ukr	g:Struk:Ukrainian	0	0	7156	0	0	7156
Ukrainian	ukr	g:Pylypiuk:Ukrainian	0	0	53738	0	0	53738
Ukrainian	ukr	g:PughPress:Ukrainian	0	0	103865	0	0	103865
Ulithian	uli	g:Sohn:Ulithian	0	0	159234	0	0	159234
Ulithian	uli	g:SohnBender:Ulithian	0	0	79957	0	0	79957
Meriam	ulk	s:Piper:Meryam	0	0	77377	0	0	77377
Meriam	ulk	s:vonderSchulenburg:Murray-Island	0	0	1019	0	0	1019
Meriam	ulk	s:Grube:Errub	0	0	66505	0	0	66505
Unserdeutsch	uln	s:Volker:Unserdeutsch	0	0	29235	0	0	29235
Unserdeutsch	uln	s:Volker:Rabaul:Syntax	0	0	11404	0	0	11404
Unserdeutsch	uln	s:LindenfelserMaitz:Rabaul-Creole-German	0	0	16091	0	0	16091
Ulwa	ulw	g:Green:Ulwa	3.38E-05	5	147757	0	0	147757
Umbundu	umb	s:Schuchardt:Benguela	0	0	4266	0	0	4266
Umbundu	umb	g:Valente:Umbundu	0	0	86530	0	0	86530
Umbundu	umb	es:Hambly:Ovimbundu	0	0	121321	0	0	121321
Umbundu	umb	sd:GuennecValente:Umbundu	0	0	384287	0	0	384287
Umbundu	umb	g:doNascimento:Umbundo	0	0	50509	0	0	50509
Umbundu	umb	g:Schadeberg:Umbundu	0.000170663	2	11719	0	0	11810
Umbundu	umb	s:Stover:Umbundu	0	0	505	0	0	505
Umbindhamu	umd	typ:Verstraete:Umpithamu	0	0	12530	0	0	12530
Umbindhamu	umd	typ:Verstraete:Umpithamu:Pronominal	0	0	13354	0	0	13354
Umbuygamu	umg	s:Ogilvie:Morrobalama	0	0	30661	0	0	30661
Umbuygamu	umg	sv:Sommer:Umbuygamu	0	0	5564	0	0	5564
Umotína	umo	s:Lima:Umutina	0	0	26100	0	0	26100
Umotína	umo	typ:Telles:Umutina	0	0	3316	0	0	3316
Umbugarla	umr	s:Davies:Umbugarla	0	0	28131	0	0	28131
Pendau	ums	g:Quick:Pendau:2003	0	0	275916	0	0	275916
Pendau	ums	g:Quick:Pendau	0	0	278426	0	0	278426
Munsee	umu	s:OMeara:Delaware	0	0	99024	0	0	99024
North Watut	una	es:Fischer:Watut	0	0	94613	0	0	94613
Ngarinyin	ung	g:Rumsey:Ungarinjin	0	0	48828	0	0	48828
Ngarinyin	ung	g:Rumsey:Ungarinjin:1978	0	0	69103	0	0	69103
Ngarinyin	ung	g:CoateOates:Ngarinjin	0	0	42203	0	0	42203
Ngarinyin	ung	styp:Spronck:Ungarinjin	0	0	154240	0	0	154240
Unami	unm	s:Pickering:Indianischen	0	0	1019	0	0	1019
Unami	unm	g:Duponceau:Delaware	0	0	60197	0	0	60197
Unami	unm	g:Zeisberger:Lenni-Lenape	0	0	505	0	0	505
Unami	unm	s:Voegelin:Delaware	0	0	198929	0	0	198929
Unami	unm	typ:StAmour:Southern-Unami	0	0	12570	0	0	12570
Ganai	unn	s:Fesl:Ganai	0	0	66395	0	0	66395
Mundari	unr	g:Osada:Mundari	0	0	41998	0	0	41998
Mundari	unr	g:Sinha:Mundari	0	0	42934	0	0	42934
Mundari	unr	g:Cook:Mundari	0	0	70052	0	0	70052
Mundari	unr	s:Nottrott:Kolh	0	0	1019	0	0	1019
Mundari	unr	s:Osada:Mundari	0.000121227	3	24747	0	0	24747
Mundari	unr	s:KobayashiMurmu:Kera-Mundari	0	0	12461	0	0	12461
Uripiv-Wala-Rano-Atchin	upv	s:Capell:Atchin	0	0	44156	0	0	44156
Uripiv-Wala-Rano-Atchin	upv	g:CapellLayard:Atchin	0	0	293540	0	0	293540
Urarina	ura	g:Olawsky:Urarina	0.000188982	4	21166	0	0	323610
Urarina	ura	typ:Olawsky:Urarina	0	0	8897	0	0	8897
Urubú-Kaapor	urb	s:Kakumasu:Urubu-Kaapor	9.18E-05	17	185226	0	0	185226
Urubú-Kaapor	urb	g:Lopez:Kaapor	0	0	52850	0	0	52850
Urubú-Kaapor	urb	sd:Caldas:Kaapor	0	0	86392	0	0	86392
Urubú-Kaapor	urb	s:Kakumasu:Urubu	0	0	4132	0	0	4132
Urdu	urd	st:Yates:Hindustani	0	0	94162	0	0	94162
Urdu	urd	g:Mustafa:Dakhni	0	0	94536	0	0	94536
Urdu	urd	s:Shakeel:Dakhni-Urdu	0	0	39615	0	0	39615
Urdu	urd	g:Schmidt:Urdu	0	0	72745	0	0	72745
Urdu	urd	sd:Haidari:Urdu	0	0	69898	0	0	69898
Urdu	urd	g:Bender:Urdu	0	0	200598	0	0	200598
Urdu	urd	g:Naim:Urdu	0	0	82329	0	0	82329
Urdu	urd	g:Dowson:Urdu	0	0	49386	0	0	49386
Urdu	urd	s:Masood:Urdu-Pathans-Kaimganj	0	0	23086	0	0	23086
Urdu	urd	g:Asani:Urdu	0	0	72853	0	0	72853
Uru	ure	s:Crequi-MontfortRivet:Pukina	0	0	75435	0	0	75435
Uru	ure	s:Vellard:Uru	0	0	7630	0	0	7630
Uru	ure	s:Muysken:Uru	0	0	3150	0	0	3150
Uru	ure	se:Metraux:Uro-Cipaya	0	0	1861	0	0	1861
Uru	ure	s:Hannss:Uchumataqu	0	0	15883	0	0	15883
Uru	ure	sd:Aguilo:Urus	0	0	87583	0	0	87583
Uru	ure	g:Hannss:Uchumataqu	0	0	136317	0	0	136317
Urhobo	urh	g:Blanc:Urhobo	2.64E-05	2	75634	0	0	75634
Urhobo	urh	s:Welmers:Urhobo	0	0	5175	0	0	5175
Urhobo	urh	g:Iweh:Urhobo	0	0	6197	0	0	6197
Urim	uri	g:HemmilaLuoma:Urim	0	0	84338	0	0	84338
Urim	uri	typ:Wood:Urim	0	0	47507	0	0	47507
Urim	uri	typ:Hemmila:Urim	0	0	5730	0	0	5730
Urak Lawoi'	urk	sd:Hogan:Urak-Lawoi	0	0	65195	0	0	65195
Urak Lawoi'	urk	s:Hogan:Urak	0	0	18191	0	0	18191
Urat	urt	s:Barnes:Urat	0	0	22658	0	0	22658
Orya	ury	s:Fields:Orya	0	0	27239	0	0	27239
Usarufa	usa	g:Bee:Usarufa:1965	0	0	33412	0	0	33412
Usarufa	usa	g:Bee:Usarufa	0	0	326118	0	0	326118
Usui	usi	s:Huziwara:Usui	0	0	6421	0	0	6421
Uspanteco	usp	g:Pixabaj:Uspanteka	0	0	125122	0	0	125122
Ute-Southern Paiute	ute	g:Givon:Ute	0	0	148922	0	0	148922
Ute-Southern Paiute	ute	s:Serratos:Chemehuevi	0	0	66822	0	0	66822
Ute-Southern Paiute	ute	g:Press:Chemehuevi:1975	0	0	143956	0	0	143956
Ute-Southern Paiute	ute	s:Benioh:Paiute	0	0	6408	0	0	6408
Ute-Southern Paiute	ute	gtd:Sapir:Paiute	0	0	342056	0	0	342056
Ute-Southern Paiute	ute	g:Press:Chemehuevi	0	0	99662	0	0	99662
Ute-Southern Paiute	ute	s:Kroeber:Ute	0	0	4839	0	0	4839
Ute-Southern Paiute	ute	s:Bunte:Southern-Paiute	0	0	46962	0	0	46962
Kipchak Urum	uum	g:Smolina:Urumskij	0	0	2481	0	0	2481
Kipchak Urum	uum	s:Verhoeven:Urum-Grammatical	0	0	53444	0	0	53444
Kipchak Urum	uum	g:Garkavec:Urum	0	0	376588	0	0	376588
Kulon-Pazeh	uun	g:Lin:Baze	0	0	3129	0	0	3129
Kulon-Pazeh	uun	s:Li:Pazeh-Syntax	0	0	7623	0	0	7623
Kulon-Pazeh	uun	s:Blust:Pazeh	0	0	23940	0	0	23940
Ura (Vanuatu)	uur	s:Lynch:Ura:1982	0	0	15915	0	0	15915
Ura (Vanuatu)	uur	g:Crowley:Ura	0	0	85547	0	0	85547
Ura (Vanuatu)	uur	s:Lynch:Ura	0	0	13900	0	0	13900
U	uuu	s:Svantesson:U	0	0	19431	0	0	19431
West Uvean	uve	g:Djoupa:Fagauvea	0	0	192911	0	0	192911
Lote	uvl	g:Pearson:Lote	0	0	38259	0	0	38259
Kuku-Uwanh	uwa	g:SmithJohnson:Nganhcara	0	0	58098	0	0	58098
Kuku-Uwanh	uwa	typ:Johnson:Kugu-Nganhcara	0	0	1971	0	0	1971
Northern Uzbek	uzn	s:Wurm:Qizil	0	0	8667	0	0	8667
Northern Uzbek	uzn	g:Bodrogligeti:Uzbek	0	0	317713	0	0	317713
Northern Uzbek	uzn	g:Doniyorova:Ouzbek	0	0	59368	0	0	59368
Northern Uzbek	uzn	g:Raun:Uzbek	0	0	71376	0	0	71376
Northern Uzbek	uzn	g:IsmatullaClark:Uzbek	0	0	27066	0	0	27066
Northern Uzbek	uzn	s:Wurm:Andidschan	0	0	52283	0	0	52283
Northern Uzbek	uzn	g:Sjoberg:Uzbek	0	0	40884	0	0	40884
Southern Uzbek	uzs	g:vonGabain:Ozbekische	0	0	40727	0	0	40727
Vaagri Booli	vaa	g:Srinivasa:Vaagri-Boli	0	0	53994	0	0	53994
Vaagri Booli	vaa	g:Srinivasavarma:Vagriboli	0	0	47047	0	0	47047
Vafsi	vaf	st:Elwell-Suttonetal:Vafsi	0	0	102564	0	0	102564
Vagla	vag	typ:Blench:Vagla	0.000154751	1	6462	0	0	6462
Vagla	vag	g:CrouchNaden:Vagla	5.57E-05	3	53865	0	0	53865
Varhadi-Nagpuri	vah	g:Jha:Kosti:1980	0	0	31193	0	0	31193
Varhadi-Nagpuri	vah	g:Jha:Kosti	0	0	70781	0	0	70781
Vai	vai	s:Norris:Vai	0	0	6647	0	0	6647
Vai	vai	g:Welmers:Vai	0.000341426	18	52720	0	0	64043
Vai	vai	s:Delafosse:Vai	0	0	19904	0	0	19904
Vai	vai	g:Koelle:Vei	0	0	88485	0	0	88485
Vai	vai	s:Heydorn:Vai	0	0	21179	0	0	21179
Northern Ju	vaj	es:Guerreiro:Khu	0	0	101244	0	0	101244
Vanimo	vam	s:Ross:Vanimo	0	0	10777	0	0	10777
Walman	van	s:Schmidt:Valman	0	0	6492	0	0	6492
Walman	van	s:Spolgen:Valman	0	0	10023	0	0	10023
Huarijio	var	s:Miller:Guarijio:1993	0	0	29100	0	0	29100
Huarijio	var	g:Felix:Warihio	0	0	116573	0	0	116573
Varli	vav	s:Ghatage:Warli-Thana	0	0	168	0	0	168
Varli	vav	s:Ahirwal:Varli	0	0	20672	0	0	20672
Varli	vav	s:AbrahamAbraham:Varli	0	0	30061	0	0	30061
Varli	vav	s:KoulPattanayak:Varli	0	0	20357	0	0	20357
Wayu	vay	g:Michailovsky:Hayu	0	0	80858	0	0	80858
Wayu	vay	s:Hodgson:Vayu	0	0	41525	0	0	41525
Wayu	vay	s:Michailovsky:Hayu	0	0	6870	0	0	6870
Wayu	vay	g:Michailovsky:Hayu:1981	0	0	101752	0	0	101752
Venetian	vec	s:Zamboni:Veneto	0	0	2222	0	0	2222
Venetian	vec	s:Brunelli:Veneta	0	0	16495	0	0	16495
Venetian	vec	g:Belloni:Veneta	0	0	67586	0	0	67586
Venetian	vec	sv:Rosic:Fiume	0	0	82282	0	0	82282
Venetian	vec	sd:Anonimo:Triestino	0	0	34402	0	0	34402
Veluws	vel	s:Scholtmeijer:Veluws	0	0	37559	0	0	37559
Veluws	vel	s:Berns:Zuid-Gelderse	0	0	23743	0	0	23743
Veluws	vel	sd:vanSchothorst:NW-Veluwe	0	0	552	0	0	552
Venda	ven	g:Poulos:Venda	0.000949845	173	182135	0	0	182135
Venda	ven	s:Mulaudzi:Tshiguvhu	0.000994205	41	41239	0	0	41239
Ventureño	veo	g:Henry:Ventureno	0	0	81974	0	0	81974
Ventureño	veo	s:Mamet:Ventureno	0	0	43132	0	0	43132
Ventureño	veo	g:Applegate:Ventureno	0	0	48668	0	0	48668
Veps	vep	std:Ujfalvy:Vepse	0	0	1241	0	0	1241
Veps	vep	g:Zajceva:Vepsskogo	0	0	291507	0	0	291507
Veps	vep	g:Brodskij:Vepsskogo	0	0	45348	0	0	45348
Veps	vep	s:Ahlqvist:Nord-Tschudiskan	0	0	21912	0	0	21912
Veps	vep	s:Hamalainen:Vepskijan	0	0	8785	0	0	8785
Veps	vep	s:Zajceva:Vepsskij	0	0	29524	0	0	29524
Vaghri	vgr	g:Shankerlal:Vaghers	0	0	145674	0	0	145674
Virgin Islands Creole English	vic	s:Sterns:Crucian	0	0	20197	0	0	20197
Virgin Islands Creole English	vic	typ:Emanuel:Africanisms-Virgin-Islands-English	0	0	99962	0	0	99962
Virgin Islands Creole English	vic	s:Aceto:Statian-Creole	0	0	15129	0	0	15129
Vietnamese	vie	g:Thompson:Vietnamese	0	0	207978	0	0	207978
Vietnamese	vie	g:Emeneau:Annamese	0	0	139012	0	0	139012
Vietnamese	vie	g:Chinh:Vietnamienne	0	0	225337	0	0	225337
Vietnamese	vie	g:Mai:Vietnamien	0	0	71846	0	0	71846
Vietnamese	vie	g:Bouchet:Annamite	0	0	95662	0	0	95662
Vietnamese	vie	g:VuongMoore:Colloquial-Vietnamese	0	0	79468	0	0	79468
Vietnamese	vie	g:Thompson:SVietnamese	0	0	36283	0	0	36283
Vietnamese	vie	g:Liem:Vietnamese	0	0	94732	0	0	94732
Vietnamese	vie	s:Phong:Vietnamien	0	0	46716	0	0	46716
Vietnamese	vie	g:Thompson:Vietnamese:1965	0	0	171205	0	0	171205
Vietnamese	vie	typ:Nguyen:Vietnamese	0	0	39576	0	0	39576
Vietnamese	vie	g:Jorden:Vietnamese	0	0	34765	0	0	34765
Vili	vif	s:Ussel:Fiote	0	0	1241	0	0	1241
Vili	vif	g:Loembe:Vili	0	0	44212	0	0	44212
Vili	vif	g:Ndamba:Vili	0	0	9159	0	0	9159
Viemo	vig	s:Prost:Viemo	0	0	19152	0	0	19152
Vilela	vil	s:deLlamas:Vilela	0	0	23359	0	0	23359
Vinza	vin	s:Ko:Vinza	0	0	26466	0	0	26466
Iduna	viv	s:Huckett:Vivigana	0	0	7492	0	0	7492
Iduna	viv	s:Huckett:Iduna:1974	0	0	72280	0	0	72280
Iduna	viv	s:Huckett:Iduna:1978	0	0	36086	0	0	36086
Iduna	viv	g:Huckett:Iduna:1976	0	0	44838	0	0	44838
Kariyarra	vka	sd:WMPALC:Kariyarra	0	0	5202	0	0	5202
Ija-Zuba	vki	typ:Obatoye:Koro-Ija	0	0	29212	0	0	29212
Ija-Zuba	vki	typ:Bakare:Koro	0	0	10749	0	0	10749
Kamakan	vkm	typ:Grahl:Kamaka	0	0	43202	0	0	43202
Korlai Portuguese	vkp	s:Clements:Korlai	0	0	5868	0	0	5868
Korlai Portuguese	vkp	g:Clements:Korlai	0	0	88993	0	0	88993
Tenggarong Kutai Malay	vkt	s:Suryadikara:Kutai	0	0	19333	0	0	19333
Tenggarong Kutai Malay	vkt	typ:Sugiyono:Kutai	0	0	2478	0	0	2478
Tenggarong Kutai Malay	vkt	s:Suryadikara:Kutai:1979	0	0	15160	0	0	15160
Kurrama	vku	g:Hill:Kurrama	0	0	143860	0	0	143860
Kurrama	vku	sd:WMPALC:Kurrama	0	0	8047	0	0	8047
Vlaams	vls	s:Vercouillie:Westvlaamsch	0	0	15469	0	0	15469
Vlaams	vls	s:Carnel:Flamand	0	0	19137	0	0	19137
Martuthunira	vma	g:Dench:Martuthunira:1987	0	0	144603	0	0	144603
Martuthunira	vma	g:Dench:Martuthunira	0	0	153163	0	0	153163
Mbabaram	vmb	s:Dixon:Mbabaram	0	0	23079	0	0	23079
Mainfränkisch	vmf	s:Rowley:East-Franconian	0	0	217165	0	0	217165
Mainfränkisch	vmf	g:Steitz:Saarbrucker	0	0	98559	0	0	98559
Minigir	vmg	g:Vandermark:Vinitiri	0	0	103506	0	0	103506
Malgana	vml	s:Gargett:Malgana	0	0	31756	0	0	31756
Marenje	vmr	s:Alfazemaetal:Imarenje	0	0	4824	0	0	4824
Makhuwa	vmw	s:Maugham:Chi-Makua:1909	0	0	10756	0	0	10756
Makhuwa	vmw	g:vanderWal:Makhuwa-Enahara	3.66E-05	4	109192	0	0	109192
Makhuwa	vmw	s:doSacramento:Macua	0	0	505	0	0	505
Makhuwa	vmw	typ:Chimuzu:Makhuwa	0	0	9009	0	0	9009
Makhuwa	vmw	g:deCastro:Emakua	0	0	58684	0	0	58684
Makhuwa	vmw	s:Maugham:Chi-Makua	0	0	10948	0	0	10948
Mazatlán Mazatec	vmz	s:Belmar:Mazateca	0	0	1141	0	0	1141
Neve'ei	vnm	g:Musgrave:Neveei	0	0	54535	0	0	54535
Neve'ei	vnm	s:Crowley:Vinmavis	0	0	3109	0	0	3109
Votic	vot	g:Winkler:Krewinisch	0	0	172186	0	0	172186
Votic	vot	s:Ariste:Votic	0	0	98717	0	0	98717
Votic	vot	s:Laanest:Vodskij	0	0	29524	0	0	29524
Votic	vot	g:Ahlqvist:Wotisk	0	0	43590	0	0	43590
Vera'a	vra	g:Schnell:Veraa	0	0	71907	0	0	71907
Võro	vro	s:Keem:Voru	0	0	23284	0	0	23284
Võro	vro	s:Wiedemann:Werroehstnischen	0	0	31215	0	0	31215
Vunjo	vun	s:LeemanLauwo:Vunjo	0	0	9298	0	0	9298
Vunjo	vun	typ:McHugh:Kivunjo	0	0	5324	0	0	5324
Vute	vut	sd:Guarisma:Voute	0	0	35932	0	0	35932
Vute	vut	sv:Thwing:Vute	0	0	22492	0	0	22492
Vute	vut	s:Hofmeister:Wute	0	0	15442	0	0	15442
Wasco-Wishram	wac	s:Sapir:Chinook	0	0	4779	0	0	4779
Wasco-Wishram	wac	s:Dyk:Wishram	0	0	37024	0	0	37024
Wandamen	wad	phontyp:Gasser:Wamesa	0	0	87735	0	0	87735
Wandamen	wad	s:Ramar:Wondama	0	0	2112	0	0	2112
Wandamen	wad	s:Cowan:Windesi	0	0	9165	0	0	9165
Walser	wae	s:Wipf:Wallis	0	0	59225	0	0	59225
Walser	wae	sv:Russ:Bosco-Gurin	0	0	87338	0	0	87338
Walser	wae	s:Russ:Bosco-Gurin	0	0	7904	0	0	7904
Walser	wae	sd:Giordani:Valsesia	0	0	0	0	0	0
Waffa	waj	s:StringerHotz:Waffa	0	0	13300	0	0	13300
Wolaytta	wal	g:LambertiSottile:Wolaytta	0	0	221225	0	0	221225
Wolaytta	wal	g:Wakasa:Wolaytta	2.05E-05	6	293233	0	0	293233
Wampanoag	wam	st:GoddardBragdon:Massachusett	0	0	55780	0	0	55780
Wampanoag	wam	s:Fermino:Wampanoag	0	0	18867	0	0	18867
Wampanoag	wam	s:Eliot:Massachusetts	0	0	45546	0	0	45546
Wan	wan	htyp:Nikitina:Wan-Properties	0	0	86117	0	0	86117
Wappo	wao	g:Radin:Wappo	0	0	93184	0	0	93184
Wappo	wao	g:Thompsonetal:Wappo	0	0	38260	0	0	38260
Wappo	wao	typ:Lietal:Wappo	0	0	8828	0	0	8828
Wapishana	wap	typ:deAlmeida:Wapixana	0	0	23837	0	0	23837
Wapishana	wap	typ:Tracy:Wapishana	0	0	3415	0	0	3415
Wapishana	wap	sd:Atio:Wapishana	0	0	38283	0	0	38283
Wapishana	wap	g:Gomes:Wapixana	0	0	91151	0	0	91151
Wageman	waq	s:Tryon:Wageman	0	0	23339	0	0	23339
